taxpayer_id,name,income,declared_tax,paid_tax,deductions,filing_status,year
2018,Wambui Mutai,23311793,6920028,0,35384,Single,2024
2019,Njeri Kemboi,352020,67756,67756,32687,Single,2023
2020,Wangari Ouma,12170873,3542908,0,959915,Single,2022
2021,Maina Ochieng,2624398,644256,644256,628017,Single,2022
2022,Maina Kiprono,33192930,9415824,0,4161681,Head of Household,2022
2023,Kiplangat Kuria,3571087,877013,877013,454085,Head of Household,2022
2024,Cherono Karanja,2223111,408729,408729,646064,Single,2023
2025,Cheruiyot Mutai,1767222,467309,467309,173753,Head of Household,2022
2026,Rotich Kibaki,3550371,429556,429556,1806,Married,2023
2027,Kamau Korir,826821,193224,193224,246734,Single,2024
2028,Kiplangat Ondiek,27181167,7269707,7269707,24613,Married,2024
2029,Cheruiyot Kipchoge,49893685,11336229,0,8642383,Single,2023
2030,Odhiambo Kenyatta,824789,120405,120405,94386,Head of Household,2022
2031,Muthoni Kuria,4417250,1159011,1159011,535465,Head of Household,2022
2032,Otieno Kiprotich,2530350,691325,691325,-345942,Married,2023
2033,Akinyi Rudisha,2791934,422697,422697,171003,Single,2024
2034,Wanjiku Kamau,2346202,700143,700143,451518,Single,2023
2035,Kimani Kiprotich,1149426,282604,282604,187292,Single,2022
2036,Wanjiku Korir,1466843,284882,284882,82033,Married,2023
2037,Odhiambo Ondiek,382734,79758,79758,97267,Single,2024
2038,Mutua Gitau,1296319,553033,553033,216814,Single,2024
2039,Kiplangat Kimutai,3836348,686156,686156,161265,Married,2024
2040,Cheruiyot Mwangi,2888963,723123,723123,692188,Head of Household,2024
2041,Cheruiyot Wanjala,4724102,2222550,2222550,1132904,Married,2024
2042,Auma Kiprotich,24105194,2951420,0,2337476,Single,2022
2043,Keter Kirui,40014200,24607278,24607278,3457703,Single,2024
2044,Kamau Lagat,547278,137195,137195,1076998,Married,2022
2045,Cheruiyot Kiprotich,2386220,609959,609959,452633,Head of Household,2022
2046,Maina Ouma,3671179,861695,861695,600096,Head of Household,2024
2047,Kimani Karanja,1304030,274720,274720,387129,Married,2024
2048,Chepkoech Kimutai,2491923,1376297,1376297,530673,Married,2022
2049,Cheruiyot Kenyatta,3311598,346344,346344,372731,Single,2024
2050,Wambui Nyong'o,46832609,7698552,7698552,938613,Head of Household,2024
2051,Odinga Bett,2573406,1962076,1962076,518590,Single,2022
2052,Gathoni Kemboi,4730104,1250107,1250107,4832071,Single,2022
2053,Nyambura Karanja,2714635,720414,720414,188125,Single,2024
2054,Keter Nyong'o,1522053,322330,322330,302313,Married,2024
2055,Kosgei Owino,1526526,421729,421729,23747,Married,2024
2056,Kariuki Nyong'o,4748974,1272653,1272653,304770,Single,2022
2057,Odhiambo Kenyatta,2799912,1547820,1547820,303703,Single,2024
2058,Njoroge Ochieng,30416307,4526519,0,6979286,Married,2023
2059,Rotich Gitau,734830,522087,522087,154293,Head of Household,2024
2060,Kibet Nyong'o,2715345,550409,550409,82423,Head of Household,2024
2061,Cherono Wanjala,2691694,710635,710635,313401,Single,2024
2062,Kiprop Korir,2150946,467477,467477,335143,Married,2022
2063,Odinga Njuguna,2570889,260044,260044,283892,Head of Household,2024
2064,Maina Sang,4747669,753014,753014,39685,Head of Household,2022
2065,Mutua Wanjala,4117284,502262,502262,422207,Married,2024
2066,Mutua Mutai,3971738,429823,429823,460812,Head of Household,2022
2067,Wanjiku Kimutai,3032528,585357,585357,192624,Head of Household,2022
2068,Rotich Kiprotich,4252262,757041,757041,211686,Single,2024
2069,Maina Kirui,2163594,1546914,1546914,45151,Single,2023
2070,Kibet Kirui,3134092,381664,381664,214252,Head of Household,2024
2071,Odhiambo Mwangi,20684837,3968255,0,47007,Single,2022
2072,Maina Lagat,2891616,710891,710891,562240,Head of Household,2024
2073,Wambui Mutai,2437361,251788,251788,150028,Single,2023
2074,Kariuki Bett,4390769,732722,732722,5102687,Head of Household,2024
2075,Kipchoge Muchiri,654309,441704,441704,39937,Married,2023
2076,Kiplangat Mutai,2655364,570906,570906,252670,Married,2022
2077,Maina Muchiri,10524092,1760098,0,1718889,Single,2024
2078,Cheruiyot Kiprotich,3249480,448707,448707,27863,Married,2022
2079,Muthoni Rotich,2820027,378902,378902,2942972,Married,2024
2080,Kibet Korir,1363903,243721,243721,305342,Married,2023
2081,Keter Ouma,4800028,766007,766007,295303,Single,2022
2082,Odhiambo Muchiri,2405265,718021,718021,702344,Single,2023
2083,Kamau Kirui,3661537,944669,944669,318312,Head of Household,2023
2084,Keter Bett,42616870,6357286,0,3907294,Head of Household,2024
2085,Wangari Kuria,2530085,1774931,1774931,511639,Single,2024
2086,Njoroge Kimutai,2573233,497567,497567,2738805,Head of Household,2023
2087,Chepkoech Kiprotich,1371264,368542,368542,284989,Married,2023
2088,Mutua Sang,2600807,1709957,1709957,574125,Single,2022
2089,Kamau Rudisha,5573036,605199,605199,858815,Married,2022
2090,Wambui Ouma,2807378,801553,801553,130578,Head of Household,2024
2091,Cherono Mwangi,1021256,517515,517515,23707,Single,2022
2092,Otieno Kirui,1566050,269910,269910,437578,Head of Household,2023
2093,Odinga Ondiek,36456266,10076045,0,5893075,Married,2024
2094,Wangari Moi,2791548,462558,462558,568953,Head of Household,2023
2095,Ruto Nyong'o,238193,40377,40377,57698,Single,2022
2096,Kariuki Kiprotich,2227268,897290,897290,314790,Married,2022
2097,Kariuki Rudisha,929689,257827,257827,17001,Married,2022
2098,Gathoni Nyong'o,1521796,253807,253807,167642,Married,2024
2099,Otieno Muchiri,3910009,459490,459490,747662,Single,2023
2100,Odhiambo Kiprono,2118288,347482,347482,310605,Head of Household,2024
2101,Kibet Kenyatta,4392188,2836119,2836119,903483,Married,2022
2102,Akinyi Kipchoge,27078503,3669214,3669214,719494,Head of Household,2022
2103,Njoroge Kiprotich,4895084,1140628,1140628,249926,Head of Household,2023
2104,Wambui Ochieng,2578799,616957,616957,320115,Single,2023
2105,Chebet Gitau,37628705,9748823,0,9721010,Married,2023
2106,Kipchoge Kamau,1811822,485538,485538,417421,Single,2023
2107,Jelimo Kimutai,2114161,500175,500175,159961,Married,2023
2108,Odinga Nyong'o,3207283,2449643,2449643,67246,Married,2022
2109,Nyambura Kimutai,2969963,572647,572647,558642,Single,2023
2110,Jelimo Kibaki,3903675,2669880,2669880,76768,Single,2022
2111,Keter Kimutai,3364800,839356,839356,958086,Head of Household,2024
2112,Kosgei Sigei,2598898,283728,283728,127453,Married,2023
2113,Kariuki Kamau,326489,256661,256661,93837,Married,2022
2114,Kiplangat Sang,2849375,483303,483303,747754,Single,2024
2115,Chebet Kipchoge,2894858,389663,389663,3401926,Single,2022
2116,Jelimo Rotich,757439,215163,215163,22765,Single,2023
2117,Kibet Njuguna,18086026,4415710,4415710,297473,Single,2024
2118,Chepkoech Kiprono,2084547,430286,430286,179680,Married,2022
2119,Muthoni Lagat,2885048,848401,848401,3065004,Single,2024
2120,Mutua Kenyatta,4102866,2351664,2351664,960982,Head of Household,2024
2121,Kamau Rotich,14012636,4016278,0,2134032,Single,2022
2122,Akinyi Kemboi,4885311,783980,783980,535364,Single,2022
2123,Cherono Lagat,3256841,2341920,2341920,618344,Married,2023
2124,Jelimo Nyong'o,3497693,744078,744078,224209,Single,2024
2125,Odhiambo Karanja,3321974,872253,872253,470779,Single,2023
2126,Wambui Owino,315426,132694,132694,85230,Single,2022
2127,Kiprop Nyong'o,4449069,542880,542880,884325,Head of Household,2023
2128,Kibet Kipkemoi,4201320,2826272,2826272,989786,Single,2024
2129,Wanjiku Ngugi,1551643,411244,411244,232927,Married,2023
2130,Kiplangat Gitau,1598042,416877,416877,461249,Married,2024
2131,Jelimo Owino,3927967,794501,794501,232148,Married,2023
2132,Gathoni Wanjala,3052050,842836,842836,449462,Married,2024
2133,Kamau Mutai,2936249,618885,618885,783753,Single,2023
2134,Keter Kiprotich,1746854,288594,288594,439337,Single,2022
2135,Kimani Korir,13839143,1680124,1680124,259089,Married,2024
2136,Cherono Kiprono,1085720,239273,239273,98984,Married,2022
2137,Njoroge Kirui,2893136,338529,338529,430616,Head of Household,2024
2138,Keter Kiprono,4194767,799451,799451,279015,Head of Household,2024
2139,Ruto Ouma,47486197,5792000,5792000,922531,Single,2022
2140,Ruto Sigei,4623878,579074,579074,931802,Married,2022
2141,Otieno Ouma,653305,165938,165938,93729,Single,2024
2142,Njeri Wanjala,3894403,831094,831094,1110,Head of Household,2023
2143,Auma Ngugi,2485248,641252,641252,-716339,Head of Household,2024
2144,Maina Rudisha,2828747,723602,723602,-842343,Single,2023
2145,Mutua Ochieng,4914398,962823,962823,-203448,Married,2022
2146,Kamau Kemboi,3350559,629682,629682,191627,Head of Household,2023
2147,Kipchoge Kibaki,1130744,198869,198869,49338,Single,2022
2148,Kibet Njuguna,1084449,229457,229457,122857,Married,2023
2149,Omondi Kiprono,3656747,985508,985508,334960,Single,2024
2150,Kariuki Sigei,2083131,281735,281735,273901,Single,2024
2151,Kipchoge Mutai,1947835,319564,319564,235793,Single,2024
2152,Njoroge Mutai,1519731,420346,420346,213614,Single,2024
2153,Akinyi Ouma,40676598,10428704,0,5913707,Married,2023
2154,Jelimo Kimutai,908224,155143,155143,144138,Single,2023
2155,Kiplangat Korir,2100780,329675,329675,430270,Single,2023
2156,Keter Kiprotich,3367605,376748,376748,209027,Married,2022
2157,Kibet Kamau,40076338,10780556,0,9269390,Head of Household,2024
2158,Keter Karanja,1632348,213813,213813,206817,Married,2024
2159,Otieno Kamau,4029060,1179565,1179565,747996,Head of Household,2023
2160,Wambui Bett,373244,89044,89044,102451,Head of Household,2024
2161,Wangari Njuguna,2364492,434001,434001,-124409,Married,2023
2162,Maina Mutai,2343062,407453,407453,227156,Head of Household,2022
2163,Kariuki Gitau,10297170,3073261,0,1344597,Head of Household,2022
2164,Odhiambo Bett,1666222,468950,468950,190936,Single,2023
2165,Jelimo Ochieng,33929084,5762901,5762901,144460,Single,2024
2166,Kibet Sang,401360,254087,254087,14295,Married,2022
2167,Kosgei Mutai,3897018,643022,643022,848321,Single,2024
2168,Mutua Mwangi,1969705,285542,285542,44134,Single,2022
2169,Jelimo Bett,26056603,4607685,4607685,537969,Single,2022
2170,Cherono Kemboi,3945386,969534,969534,371121,Head of Household,2023
2171,Rotich Ochieng,464443,96636,96636,26287,Head of Household,2023
2172,Odinga Korir,2245368,536892,536892,542945,Head of Household,2023
2173,Akinyi Moi,290699,75817,75817,21521,Single,2023
2174,Keter Moi,1832563,529050,529050,386163,Married,2023
2175,Cheruiyot Kemboi,2330161,612174,612174,602349,Married,2024
2176,Nyambura Sang,4871393,1190196,1190196,672110,Single,2022
2177,Njeri Owino,10401415,1373347,0,2740090,Head of Household,2022
2178,Maina Kibaki,3280524,371593,371593,-630190,Single,2024
2179,Mutua Kibaki,15113438,3332192,0,2619320,Head of Household,2024
2180,Odinga Ouma,370231,88556,88556,57809,Single,2023
2181,Kariuki Mutai,2172243,923348,923348,28440,Single,2023
2182,Chebet Nyong'o,1765205,363834,363834,249263,Married,2024
2183,Ruto Mwangi,27224216,3078622,0,4186840,Head of Household,2022
2184,Cheruiyot Ochieng,3460801,865195,865195,443293,Single,2023
2185,Njeri Gitau,573522,391468,391468,76565,Married,2023
2186,Kimani Kirui,302659,89883,89883,39333,Married,2023
2187,Kariuki Karanja,2721065,383568,383568,382904,Married,2024
2188,Njoroge Mwangi,4012100,1113524,1113524,76637,Married,2022
2189,Wambui Kemboi,3481072,785506,785506,94498,Single,2023
2190,Kiprop Kuria,21001014,5061579,5061579,21960193,Head of Household,2024
2191,Kimani Rudisha,3976056,676921,676921,819734,Single,2022
2192,Kibet Rotich,4241544,424349,424349,403404,Head of Household,2022
2193,Kariuki Ondiek,30778276,6098160,6098160,359419,Head of Household,2023
2194,Wambui Kiprotich,1361904,316479,316479,220408,Married,2024
2195,Odinga Kimutai,677959,190161,190161,61064,Head of Household,2022
2196,Cheruiyot Kenyatta,1942693,484624,484624,68095,Married,2024
2197,Cheruiyot Ouma,2186755,439895,439895,304212,Single,2024
2198,Jelimo Wanjala,1398965,241274,241274,24359,Single,2023
2199,Odhiambo Mwangi,756891,123440,123440,99496,Single,2023
2200,Maina Mwangi,2254966,547172,547172,273535,Head of Household,2022
2201,Ruto Kemboi,1043157,245185,245185,81850,Single,2023
2202,Kiplangat Mutai,15101145,4386976,4386976,914952,Single,2024
2203,Maina Ondiek,3541829,646791,646791,343292,Head of Household,2022
2204,Wangari Owino,2040359,485832,485832,207464,Head of Household,2023
2205,Kiprop Njuguna,1250476,173453,173453,-174275,Married,2023
2206,Akinyi Bett,3588055,799356,799356,414013,Single,2024
2207,Mutua Wanjala,4142582,892310,892310,563233,Married,2022
2208,Njoroge Ngugi,25117244,4569050,0,1722643,Single,2022
2209,Kiprop Kibaki,3113409,430665,430665,208725,Single,2022
2210,Kariuki Sang,23733156,6601303,0,6908221,Single,2023
2211,Chepkoech Wanjala,26244181,3359775,3359775,-638414,Single,2022
2212,Auma Kipchoge,947050,234066,234066,143920,Single,2024
2213,Maina Kuria,4833581,1261121,1261121,5065228,Single,2022
2214,Wangari Njuguna,2308390,578204,578204,268551,Married,2024
2215,Chepkoech Ochieng,43379904,5498889,0,5502898,Married,2024
2216,Wambui Bett,1645651,396083,396083,96229,Married,2023
2217,Maina Owino,695641,77834,77834,194195,Single,2023
2218,Chepkoech Kiprotich,1958122,477046,477046,236000,Head of Household,2023
2219,Kariuki Njuguna,2932431,1457927,1457927,722057,Married,2022
2220,Kariuki Nyong'o,26329214,5045551,5045551,326335,Married,2022
2221,Kamau Mwangi,3904222,2091139,2091139,613521,Head of Household,2023
2222,Wanjiku Kipkemoi,20585785,6107049,0,2230747,Married,2022
2223,Jelimo Kirui,524274,129164,129164,-409432,Head of Household,2022
2224,Gathoni Kibaki,4386910,2305841,2305841,131176,Head of Household,2023
2225,Njeri Kimutai,553620,69441,69441,-390358,Single,2023
2226,Jelimo Kuria,25520834,6725142,0,1105666,Married,2024
2227,Wangari Korir,1758295,287246,287246,75187,Single,2023
2228,Muthoni Ouma,459670,73068,73068,7001,Head of Household,2024
2229,Odinga Muchiri,3013485,727802,727802,109421,Married,2024
2230,Maina Kipchoge,629410,174186,174186,53143,Head of Household,2022
2231,Njoroge Muchiri,1244390,235414,235414,2208850,Married,2022
2232,Omondi Nyong'o,1523017,365294,365294,2416991,Single,2024
2233,Wambui Sang,3145091,425768,425768,155111,Married,2022
2234,Kiprop Bett,3089681,683228,683228,556208,Head of Household,2023
2235,Wambui Kiprono,3489845,494425,494425,851094,Single,2022
2236,Omondi Karanja,39174953,6351097,6351097,282133,Single,2023
2237,Wambui Kemboi,4619403,1076914,1076914,363713,Head of Household,2022
2238,Kiplangat Ouma,1176663,324883,324883,229321,Married,2022
2239,Kiprop Owino,4750794,2914996,2914996,839538,Head of Household,2023
2240,Kosgei Rotich,2746058,532982,532982,514236,Married,2023
2241,Jelimo Mwangi,4713644,787236,787236,94366,Married,2023
2242,Otieno Kenyatta,1126781,194489,194489,56043,Single,2024
2243,Keter Kipchoge,4172366,1152745,1152745,135477,Single,2023
2244,Nyambura Sigei,4617868,1156080,1156080,826891,Single,2023
2245,Kimani Rotich,40403991,4472896,0,756231,Single,2023
2246,Chebet Korir,1770538,419278,419278,138066,Head of Household,2022
2247,Jelimo Ngugi,1717560,398733,398733,346082,Single,2022
2248,Maina Kiprotich,4499130,1090301,1090301,912007,Married,2024
2249,Rotich Kipchoge,3698101,1047046,1047046,798124,Married,2023
2250,Kiprop Kibaki,933341,245629,245629,255649,Head of Household,2023
2251,Keter Kiprotich,4121803,786580,786580,-896153,Head of Household,2024
2252,Maina Ouma,4750492,1211671,1211671,4906902,Head of Household,2024
2253,Wangari Mutai,4936444,607093,607093,5333347,Head of Household,2022
2254,Auma Mwangi,2802710,788788,788788,-544673,Married,2022
2255,Akinyi Ngugi,4605326,810839,810839,836845,Single,2023
2256,Kamau Ngugi,4756886,1173637,1173637,30903,Married,2024
2257,Ruto Mwangi,4470646,872635,872635,774947,Head of Household,2023
2258,Omondi Mutai,266585,77116,77116,45984,Single,2023
2259,Jelimo Rotich,837459,92592,92592,2946,Head of Household,2022
2260,Auma Kiprotich,3555686,882882,882882,723309,Single,2022
2261,Chebet Bett,40063852,6543518,0,8429257,Single,2023
2262,Odhiambo Sang,677044,123257,123257,34631,Head of Household,2022
2263,Nyambura Kipchoge,1690692,355330,355330,356255,Head of Household,2023
2264,Kiplangat Moi,17089562,4648892,0,62874,Head of Household,2024
2265,Jelimo Bett,4180890,1234979,1234979,484286,Single,2023
2266,Wanjiku Nyong'o,1976114,454790,454790,538217,Single,2024
2267,Kibet Kenyatta,40871839,6248258,0,6384863,Married,2022
2268,Otieno Kiprotich,677357,527523,527523,114805,Single,2023
2269,Kiplangat Kipchoge,618416,304722,304722,138629,Married,2022
2270,Odhiambo Kuria,3707381,813969,813969,62199,Married,2022
2271,Kiplangat Kiprono,222286,112102,112102,58562,Married,2023
2272,Odinga Ouma,2926309,738291,738291,589483,Single,2024
2273,Kamau Bett,1142232,578485,578485,13040,Married,2024
2274,Cherono Owino,793722,159002,159002,206195,Single,2022
2275,Njoroge Kimutai,2365902,639688,639688,-259245,Single,2022
2276,Njeri Lagat,47926836,13909132,0,8715786,Married,2022
2277,Akinyi Owino,33199517,9161478,0,7456030,Head of Household,2022
2278,Kibet Kiprotich,2512730,1667508,1667508,597509,Married,2024
2279,Kiprop Kiprono,1960961,279231,279231,116932,Single,2024
2280,Otieno Bett,3003677,772798,772798,403927,Head of Household,2023
2281,Otieno Ondiek,2926744,451932,451932,597074,Single,2024
2282,Kamau Karanja,584359,143473,143473,139813,Single,2024
2283,Kiprop Moi,4863789,1362329,1362329,142969,Married,2024
2284,Akinyi Kuria,2419189,720114,720114,247803,Married,2024
2285,Cherono Owino,3632465,375296,375296,15970,Single,2024
2286,Odinga Kipchoge,3272043,869092,869092,301946,Head of Household,2023
2287,Wanjiku Kenyatta,3554439,399792,399792,436342,Single,2022
2288,Rotich Lagat,1924516,557436,557436,277882,Married,2024
2289,Kiplangat Kemboi,941812,176264,176264,227914,Head of Household,2023
2290,Chebet Sigei,3587862,1739866,1739866,1045336,Head of Household,2024
2291,Cheruiyot Gitau,4188008,641634,641634,929370,Head of Household,2023
2292,Kiprop Mutai,3803852,706925,706925,514244,Married,2022
2293,Cheruiyot Ouma,1890498,559405,559405,293035,Married,2024
2294,Akinyi Gitau,1771667,279682,279682,459763,Married,2022
2295,Muthoni Ochieng,25041256,2996463,2996463,217954,Head of Household,2022
2296,Keter Kamau,800238,234106,234106,103534,Single,2024
2297,Otieno Mwangi,1865301,302079,302079,267068,Head of Household,2023
2298,Gathoni Ondiek,1850595,338754,338754,402282,Married,2023
2299,Kibet Kimutai,1266652,306637,306637,315517,Married,2024
2300,Muthoni Karanja,4171448,1096966,1096966,461069,Head of Household,2023
2301,Njoroge Kibaki,1231366,284668,284668,240397,Single,2022
2302,Cheruiyot Owino,1844026,1405211,1405211,358939,Single,2022
2303,Otieno Kipkemoi,2273556,373071,373071,492324,Single,2023
2304,Kariuki Karanja,1010458,174403,174403,87867,Head of Household,2023
2305,Jelimo Ochieng,2179145,597589,597589,5121,Married,2022
2306,Kimani Njuguna,634667,143687,143687,165484,Head of Household,2022
2307,Muthoni Kiprotich,43093554,12892142,0,5252998,Head of Household,2023
2308,Otieno Kenyatta,984568,187832,187832,21053,Married,2022
2309,Odinga Mutai,1719107,216436,216436,2439365,Head of Household,2024
2310,Kariuki Kibaki,525396,295098,295098,84068,Head of Household,2023
2311,Rotich Moi,3179915,449540,449540,92255,Single,2022
2312,Kosgei Owino,38146251,6193014,6193014,609472,Married,2024
2313,Njoroge Muchiri,1483302,316265,316265,278438,Single,2022
2314,Odinga Kipkemoi,4564703,594914,594914,190599,Single,2024
2315,Rotich Mutai,2565177,321802,321802,370043,Married,2024
2316,Ruto Moi,46085973,12018915,0,3980873,Married,2024
2317,Kibet Ochieng,3725135,402941,402941,927212,Head of Household,2024
2318,Kibet Lagat,2813599,730798,730798,86929,Single,2024
2319,Kiprop Moi,3355179,2081946,2081946,254700,Married,2022
2320,Cherono Kirui,2521131,256995,256995,592611,Single,2023
2321,Kosgei Nyong'o,1771031,315425,315425,318504,Head of Household,2024
2322,Nyambura Mwangi,3558767,805445,805445,500419,Head of Household,2024
2323,Odinga Korir,2465580,384118,384118,370904,Head of Household,2024
2324,Kipchoge Moi,1406169,161067,161067,363816,Head of Household,2023
2325,Kosgei Ouma,4817297,1273358,1273358,510147,Head of Household,2023
2326,Kiplangat Kirui,4120725,581139,581139,74863,Head of Household,2022
2327,Njeri Kuria,4611140,1042027,1042027,-213560,Married,2023
2328,Nyambura Kamau,1443458,323542,323542,15365,Head of Household,2024
2329,Kiplangat Kibaki,2537486,364279,364279,2675509,Head of Household,2022
2330,Kiprop Kipkemoi,1049607,165231,165231,184249,Single,2023
2331,Akinyi Kiprono,2489931,714468,714468,130561,Head of Household,2024
2332,Cherono Kemboi,2471786,731234,731234,175994,Married,2024
2333,Cherono Kipchoge,3844256,1848654,1848654,302673,Head of Household,2024
2334,Wambui Sang,1799085,390700,390700,436743,Single,2023
2335,Njoroge Kemboi,4612728,1317178,1317178,241018,Head of Household,2022
2336,Wangari Kemboi,4600272,695718,695718,92778,Single,2022
2337,Kosgei Moi,1372537,581041,581041,13052,Married,2022
2338,Njeri Sang,1041708,467338,467338,45624,Head of Household,2024
2339,Muthoni Kipkemoi,3179104,810170,810170,667741,Married,2023
2340,Otieno Ngugi,820976,165356,165356,195587,Single,2023
2341,Maina Sigei,3743279,887339,887339,777955,Head of Household,2024
2342,Kosgei Mutai,3776171,1103226,1103226,912360,Head of Household,2024
2343,Kiprop Muchiri,4182527,834181,834181,275080,Married,2023
2344,Kariuki Ondiek,2635530,549351,549351,684753,Single,2022
2345,Wanjiku Ondiek,27647206,5687322,0,8065619,Married,2022
2346,Kiplangat Lagat,4825365,1304811,1304811,372625,Head of Household,2024
2347,Nyambura Nyong'o,4471353,699730,699730,968718,Married,2024
2348,Kimani Kuria,807767,83449,83449,67395,Single,2024
2349,Ruto Kenyatta,1822871,529318,529318,2302287,Married,2022
2350,Akinyi Gitau,8790582,6920275,6920275,1067851,Single,2024
2351,Auma Kenyatta,1759971,318625,318625,236881,Single,2023
2352,Kibet Wanjala,2320509,319355,319355,86411,Head of Household,2024
2353,Kiplangat Moi,2884253,540187,540187,3462444,Head of Household,2023
2354,Kimani Moi,4887207,3500712,3500712,127050,Married,2022
2355,Kimani Ngugi,4370976,571685,571685,712464,Single,2022
2356,Wangari Lagat,4988944,1300739,1300739,162255,Married,2024
2357,Omondi Kimutai,3693699,769510,769510,322464,Head of Household,2023
2358,Akinyi Ochieng,2684062,545973,545973,799224,Head of Household,2022
2359,Odhiambo Owino,2325262,661981,661981,501475,Single,2024
2360,Ruto Ochieng,4480750,687749,687749,545686,Married,2022
2361,Keter Gitau,3907148,1074340,1074340,311664,Married,2023
2362,Mutua Rudisha,4753186,1235272,1235272,5089365,Married,2024
2363,Jelimo Korir,4176664,1032257,1032257,-647193,Married,2022
2364,Kipchoge Ondiek,1314154,208799,208799,198110,Head of Household,2023
2365,Omondi Ondiek,3853980,3000139,3000139,1127867,Single,2024
2366,Njoroge Wanjala,4189409,617440,617440,4480272,Single,2024
2367,Otieno Gitau,3034630,2254486,2254486,401930,Single,2023
2368,Kiplangat Kipchoge,3020478,456237,456237,42728,Single,2023
2369,Odhiambo Ngugi,2591422,533552,533552,61692,Married,2022
2370,Wangari Nyong'o,4806745,1240570,1240570,694682,Single,2024
2371,Kipchoge Kirui,39173861,22762230,22762230,10030017,Head of Household,2024
2372,Omondi Ngugi,41658798,9050830,0,1400740,Married,2023
2373,Muthoni Lagat,1193362,204073,204073,181217,Married,2022
2374,Keter Moi,19704166,3578657,0,305387,Married,2024
2375,Chebet Gitau,810921,212242,212242,162842,Single,2024
2376,Omondi Bett,3242434,796116,796116,3494067,Single,2024
2377,Wangari Sang,701237,142365,142365,1234061,Head of Household,2022
2378,Nyambura Kamau,4498898,880134,880134,461819,Head of Household,2024
2379,Omondi Mwangi,39798094,11728313,11728313,241041,Single,2023
2380,Omondi Kemboi,2412184,1854581,1854581,432809,Single,2024
2381,Kosgei Kamau,4706304,1138358,1138358,782556,Single,2023
2382,Muthoni Sang,2004736,580194,580194,208958,Married,2024
2383,Chepkoech Muchiri,24234713,6504083,0,922470,Head of Household,2023
2384,Kimani Kibaki,2867382,449026,449026,-180800,Head of Household,2023
2385,Omondi Korir,2402861,387087,387087,143634,Head of Household,2023
2386,Kipchoge Kamau,2201465,516153,516153,513485,Head of Household,2022
2387,Odhiambo Ondiek,4403266,1073468,1073468,635644,Head of Household,2023
2388,Njoroge Ouma,416861,103619,103619,6648,Single,2024
2389,Kiplangat Ngugi,2923648,380703,380703,138183,Single,2023
2390,Wanjiku Ondiek,3371707,605952,605952,32601,Single,2023
2391,Nyambura Mutai,1016825,281817,281817,244375,Married,2022
2392,Kiprop Ngugi,3202474,513975,513975,442781,Married,2023
2393,Wangari Gitau,3514181,581923,581923,107367,Married,2023
2394,Kiplangat Kipchoge,3608578,889867,889867,20332,Married,2022
2395,Cheruiyot Karanja,15355382,3466883,3466883,150966,Married,2022
2396,Maina Kiprono,1415865,310824,310824,380093,Single,2024
2397,Mutua Nyong'o,2673229,552432,552432,659514,Married,2022
2398,Auma Owino,4450889,824108,824108,-283559,Married,2023
2399,Kipchoge Ouma,3011672,605091,605091,661112,Single,2024
2400,Rotich Kiprotich,2845707,827681,827681,504723,Head of Household,2023
2401,Rotich Moi,4047018,510725,510725,859620,Married,2023
2402,Odhiambo Sang,1333282,391642,391642,1456148,Single,2022
2403,Kibet Kiprono,1540323,288150,288150,29702,Head of Household,2022
2404,Kosgei Ouma,703485,71787,71787,78358,Head of Household,2024
2405,Maina Kenyatta,41204580,8909103,0,2793709,Head of Household,2022
2406,Otieno Muchiri,327312,52550,52550,6201,Head of Household,2023
2407,Gathoni Kiprotich,1986217,1536512,1536512,517722,Single,2024
2408,Keter Kuria,1541983,340097,340097,375542,Head of Household,2023
2409,Kimani Moi,541922,85824,85824,53162,Single,2022
2410,Odinga Korir,2930839,319492,319492,623367,Married,2022
2411,Jelimo Kamau,10881606,1537930,0,246035,Married,2024
2412,Kosgei Mwangi,25629178,4767512,4767512,40385,Head of Household,2022
2413,Wanjiku Owino,3202577,883613,883613,16362,Head of Household,2024
2414,Nyambura Ondiek,4992455,771377,771377,91550,Single,2023
2415,Wangari Kenyatta,4242525,1227834,1227834,731186,Married,2024
2416,Ruto Gitau,2175136,1012656,1012656,82475,Married,2023
2417,Cheruiyot Mutai,4775616,921178,921178,657825,Married,2023
2418,Omondi Bett,1920076,419368,419368,442112,Single,2024
2419,Cherono Sang,2725303,511305,511305,3575123,Married,2022
2420,Nyambura Kenyatta,20557898,5849089,0,3067179,Head of Household,2022
2421,Otieno Mwangi,3841479,1042868,1042868,313986,Single,2024
2422,Njoroge Njuguna,4941182,1263684,1263684,506934,Married,2022
2423,Kiprop Sang,3465395,2626603,2626603,974152,Single,2022
2424,Kibet Lagat,1502324,1115213,1115213,99087,Married,2022
2425,Rotich Kamau,1129969,302948,302948,25977,Head of Household,2022
2426,Jelimo Kenyatta,801274,126641,126641,40249,Married,2022
2427,Chepkoech Kibaki,1487084,365423,365423,404223,Married,2023
2428,Gathoni Kemboi,3947624,808322,808322,622762,Head of Household,2024
2429,Maina Kuria,1686796,187982,187982,476626,Single,2022
2430,Wambui Nyong'o,15414601,3291825,0,2641696,Single,2024
2431,Maina Ouma,257508,47512,47512,11188,Married,2023
2432,Njeri Wanjala,35895675,8585098,0,8939298,Single,2024
2433,Kiprop Karanja,3633396,726022,726022,343371,Married,2023
